id,clubs,clubs-href,players,players-href,full name,position desc,date of birth,nation,image-src,weight,height,rating,age,Aerial Ability,Aggression,Command of Area,Composure,Concentration,Control,Corners,Creativity,Crossing,Determination,Distribution,Dribbling,Finishing,Flair,Free Kicks,Handling,Leadership,Long Passing,Long Shots,Marking,Movement,One on Ones,Pace,Passing,Penalties,Positioning,Saving Penalties,Shot Stopping,Stamina,Strength,Tackling,Volleying,Work Rate,D(R),D(L),D(C),GK,DM(R),DM(L),DM(C),M(R),M(L),M(C),AM(R),AM(L),AM(C),F(R),F(L),F(C),right,left
398,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"MOORE, Liam",https://en.soccerwiki.org/player.php?pid=51945,Liam Simon Moore,General Defender,31-Jan-93,England,https://cdn.soccerwiki.org/images/player/51945.jpg,86,185,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
399,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"GIVEN, Shay",https://en.soccerwiki.org/player.php?pid=1194,Séamus John James Given,Keeper,20-Apr-76,Ireland,https://cdn.soccerwiki.org/images/player/1194.jpg,84,185,84,40,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,9,0,0,6,0,10,1,8,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"BUCKLEY, Will",https://en.soccerwiki.org/player.php?pid=33062,William Edward Buckley,Winger,21-Nov-89,England,https://cdn.soccerwiki.org/images/player/33062.jpg,76,185,84,26,0,0,0,0,0,9,2,10,0,3,0,8,0,0,0,0,0,0,0,0,4,0,7,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,1,1,1
401,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"MARNEY, Dean",https://en.soccerwiki.org/player.php?pid=1851,Dean Edward Marney,General Midfielder,31-Jan-84,England,https://cdn.soccerwiki.org/images/player/1851_1209755861.jpg,72,183,84,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0
402,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"STANISLAS, Junior",https://en.soccerwiki.org/player.php?pid=37304,Felix Junior Stanislas,Winger,26-Nov-89,England,https://cdn.soccerwiki.org/images/player/37304_1239668229.jpg,76,183,84,26,0,0,0,0,8,0,10,0,7,3,0,0,0,0,1,0,0,0,0,0,4,0,6,0,0,2,0,0,0,5,0,0,9,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,1,1
403,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"HECTOR, Michael",https://en.soccerwiki.org/player.php?pid=54548,Michael Anthony James Hector,Stopper,19-Jul-92,Jamaica,https://cdn.soccerwiki.org/images/player/54548.jpg,82,193,84,24,9,10,0,4,0,8,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,7,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
404,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"CHALOBAH, Nathaniel",https://en.soccerwiki.org/player.php?pid=60844,Nathaniel Nyakie Chalobah,Ball-Winning Midfielder,12-Dec-94,England,https://cdn.soccerwiki.org/images/player/60844.jpg,80,185,84,21,10,0,0,0,0,0,3,0,0,6,0,7,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,8,9,0,0,4,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
405,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"GAMBOA, Cristian",https://en.soccerwiki.org/player.php?pid=39783,Cristian Gamboa Luna,Wingback,24-Oct-89,Costa Rica,https://cdn.soccerwiki.org/images/player/39783.jpg,67,175,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0
406,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"MARTINA, Cuco",https://en.soccerwiki.org/player.php?pid=53058,Rhu-Endly Martina,Fullback,25-Sep-89,Curaçao,https://cdn.soccerwiki.org/images/player/53058_1358326808.jpg,72,185,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
407,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"RANTIE, Tokelo",https://en.soccerwiki.org/player.php?pid=57228,Tokelo Anthony Rantie,Target Man,08-Sep-90,South Africa,https://cdn.soccerwiki.org/images/player/57228.jpg,71,172,84,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
408,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"BAMFORD, Patrick",https://en.soccerwiki.org/player.php?pid=54836,Patrick James Bamford,General Forward,05-Sep-93,England,https://cdn.soccerwiki.org/images/player/54836.jpg,71,185,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,1
409,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"AMARTEY, Daniel",https://en.soccerwiki.org/player.php?pid=65923,Daniel Amartey,Ball-Winning Midfielder,01-Dec-94,Ghana,https://cdn.soccerwiki.org/images/player/65923.jpg,76,182,84,21,10,6,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,2,0,0,9,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
410,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"LEADBITTER, Grant",https://en.soccerwiki.org/player.php?pid=1760,Grant Leadbitter,Box-To-Box Midfielder,07-Jan-86,England,https://cdn.soccerwiki.org/images/player/1760.jpg,79,177,84,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,1,0
411,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"CLAYTON, Adam",https://en.soccerwiki.org/player.php?pid=42805,Adam Stephen Clayton,Box-To-Box Midfielder,14-Jan-89,England,https://cdn.soccerwiki.org/images/player/42805.jpg,75,175,84,27,0,0,0,0,0,0,5,7,0,0,0,9,0,1,0,0,0,0,8,0,0,0,6,10,0,2,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,1,0
412,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"VOKES, Sam",https://en.soccerwiki.org/player.php?pid=22285,Samuel Michael Vokes,Target Man,21-Oct-89,Wales,https://cdn.soccerwiki.org/images/player/22285.jpg,76,186,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
413,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"MINGS, Tyrone",https://en.soccerwiki.org/player.php?pid=70642,Tyrone Deon Mings,General Defender,19-Mar-93,England,https://cdn.soccerwiki.org/images/player/70642.jpg,90,195,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"JAMES, Matty",https://en.soccerwiki.org/player.php?pid=43356,Matthew Lee James,General Midfielder,22-Jul-91,England,https://cdn.soccerwiki.org/images/player/43356.jpg,73,178,84,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
415,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"EMNES, Marvin",https://en.soccerwiki.org/player.php?pid=15291,Marvin Emnes,Deep-Lying Forward,27-May-88,Netherlands,https://cdn.soccerwiki.org/images/player/15291.jpg,66,180,84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1
416,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"BARNES, Ashley",https://en.soccerwiki.org/player.php?pid=33150,Ashley Luke Barnes,Target Man,30-Oct-89,England,https://cdn.soccerwiki.org/images/player/33150.jpg,77,186,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0
417,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"FRIEND, George",https://en.soccerwiki.org/player.php?pid=24730,George Andrew Jordan Friend,Fullback,17-Oct-87,England,https://cdn.soccerwiki.org/images/player/24730.jpg,83,188,84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,9,0,0,2,4,0,5,0,6,3,8,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
418,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"SMITH, Adam",https://en.soccerwiki.org/player.php?pid=42752,Adam James Smith,Wingback,29-Apr-91,England,https://cdn.soccerwiki.org/images/player/42752.jpg,78,180,84,25,0,0,0,0,0,0,6,0,0,3,0,10,0,1,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,7,9,0,5,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
419,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"YEDLIN, Deandre",https://en.soccerwiki.org/player.php?pid=64675,Deandre Roselle Yedlin,Wingback,09-Jul-93,United States,https://cdn.soccerwiki.org/images/player/64675.jpg,73,173,84,23,0,0,0,0,8,0,2,0,0,3,0,9,0,0,1,0,0,0,0,0,4,0,7,0,0,10,0,0,0,6,0,0,5,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0
420,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"BRUCE, Alex",https://en.soccerwiki.org/player.php?pid=81,Alex Stephen Bruce,Stopper,28-Sep-84,Northern Ireland,https://cdn.soccerwiki.org/images/player/81.jpg,73,180,84,31,0,0,0,0,0,0,7,1,0,4,0,0,0,2,0,0,0,0,0,0,3,0,9,0,0,5,0,0,0,8,10,0,6,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"BRIDCUTT, Liam",https://en.soccerwiki.org/player.php?pid=33050,Liam Robert Bridcutt,Ball-Winning Midfielder,08-May-89,Scotland,https://cdn.soccerwiki.org/images/player/33050_1321938112.jpg,73,175,84,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
422,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"MCCARTHY, Alex",https://en.soccerwiki.org/player.php?pid=38698,Alex Simon Mccarthy,Keeper,03-Dec-89,England,https://cdn.soccerwiki.org/images/player/38698_1307807828.jpg,79,193,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"KEANE, Michael",https://en.soccerwiki.org/player.php?pid=53288,Michael Vincent Keane,Stopper,11-Jan-93,England,https://cdn.soccerwiki.org/images/player/53288.jpg,80,186,84,23,0,0,0,0,0,0,3,5,0,4,0,0,0,2,0,0,0,0,0,0,6,0,7,0,0,10,0,0,1,8,0,0,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"MEE, Ben",https://en.soccerwiki.org/player.php?pid=45936,Benjamin Thomas Mee,Fullback,23-Sep-90,England,https://cdn.soccerwiki.org/images/player/45936.jpg,74,180,84,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"OMERUO, Kenneth",https://en.soccerwiki.org/player.php?pid=55620,Josiah Kenneth Omeruo,General Defender,17-Oct-93,Nigeria,https://cdn.soccerwiki.org/images/player/55620.jpg,81,184,84,22,9,10,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,6,7,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"GRUJI?, Marko",https://en.soccerwiki.org/player.php?pid=77408,Marko Gruji?,Box-To-Box Midfielder,13-Apr-96,Serbia,https://cdn.soccerwiki.org/images/player/77408.jpg,82,191,84,20,0,0,0,0,0,4,0,5,0,0,0,3,0,10,0,0,0,6,9,0,0,0,0,8,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,1,0
427,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"ARFIELD, Scott",https://en.soccerwiki.org/player.php?pid=29240,Scott Arfield,General Midfielder,01-Nov-88,Canada,https://cdn.soccerwiki.org/images/player/29240.jpg,70,178,84,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1
428,Manchester City,https://en.soccerwiki.org/squad.php?clubid=47,"IHEANACHO, Kelechi",https://en.soccerwiki.org/player.php?pid=81675,Kelechi Promise Iheanacho,General Forward,03-Oct-96,Nigeria,https://cdn.soccerwiki.org/images/player/81675.jpg,77,185,83,19,0,0,0,0,2,5,0,3,0,0,0,6,10,4,0,0,0,0,0,0,9,0,7,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,1
429,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"GOMEZ, Joe",https://en.soccerwiki.org/player.php?pid=76303,Joseph Dave Gomez,Stopper,23-May-97,England,https://cdn.soccerwiki.org/images/player/76303.jpg,77,188,83,19,8,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,7,0,0,0,0,9,0,0,3,1,10,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"O'KANE, Eunan",https://en.soccerwiki.org/player.php?pid=48304,Eunan Charles O'kane,General Midfielder,10-Jul-90,Ireland,https://cdn.soccerwiki.org/images/player/48304.jpg,84,168,83,26,0,0,0,0,0,0,2,8,0,4,0,0,0,0,1,0,0,0,0,0,3,0,6,9,0,10,0,0,0,7,0,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1
431,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"GRAY, Demarai",https://en.soccerwiki.org/player.php?pid=70677,Demarai Ramelle Gray,Winger,28-Jun-96,England,https://cdn.soccerwiki.org/images/player/70677.jpg,66,179,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1,0
432,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"MANNINGER, Alex",https://en.soccerwiki.org/player.php?pid=5240,Alexander Manninger,Keeper,04-Jun-77,Austria,https://cdn.soccerwiki.org/images/player/5240.jpg,85,189,83,39,0,0,0,0,0,0,3,5,0,4,0,0,0,2,0,0,0,0,0,0,6,0,9,0,0,7,0,0,1,8,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"CLUCAS, Sam",https://en.soccerwiki.org/player.php?pid=55041,Samuel Raymond Clucas,Wide Midfielder,25-Sep-90,England,https://cdn.soccerwiki.org/images/player/55041.jpg,74,178,83,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1
434,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"SPERONI, Julián",https://en.soccerwiki.org/player.php?pid=584,Julián María Speroni,Keeper,18-May-79,Argentina,https://cdn.soccerwiki.org/images/player/584.jpg,87,186,83,37,0,0,0,0,10,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,8,0,0,5,0,9,0,7,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"GALLOWAY, Brendan",https://en.soccerwiki.org/player.php?pid=70467,Brendon Joel Zibusiso Galloway,Fullback,17-Mar-96,England,https://cdn.soccerwiki.org/images/player/70467.jpg,74,186,83,20,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,1,0,6,0,0,5,3,9,0,7,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
436,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"ILORI, Tiago",https://en.soccerwiki.org/player.php?pid=53701,Tiago Abiola Delfim Almeida Ilori,Ball-Playing Defender,26-Feb-93,Portugal,https://cdn.soccerwiki.org/images/player/53701.jpg,80,190,83,23,0,0,0,2,9,8,0,0,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5,7,3,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"ODUBAJO, Moses",https://en.soccerwiki.org/player.php?pid=53411,Moses Adeshina Ayoola Junior Odubajo,Wingback,28-Jul-93,England,https://cdn.soccerwiki.org/images/player/53411.jpg,72,177,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,1,0
438,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"TARASHAJ, Shani",https://en.soccerwiki.org/player.php?pid=75117,Shani Tarashaj,Deep-Lying Forward,07-Feb-95,Switzerland,https://cdn.soccerwiki.org/images/player/75117.jpg,74,178,83,21,0,0,0,0,0,0,2,9,0,5,0,0,0,0,1,0,0,0,0,0,4,0,7,10,0,3,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0
439,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"BYRAM, Sam",https://en.soccerwiki.org/player.php?pid=58968,Samuel Mark Byram,Wingback,16-Sep-93,England,https://cdn.soccerwiki.org/images/player/58968.jpg,72,180,83,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,1,0
440,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"KAPUSTKA, Bartosz",https://en.soccerwiki.org/player.php?pid=75723,Bartosz Kapustka,Advanced Playmaker,23-Dec-96,Poland,https://cdn.soccerwiki.org/images/player/75723.jpg,60,179,83,19,0,0,0,3,10,9,0,8,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,1,0
441,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"GRABBAN, Lewis",https://en.soccerwiki.org/player.php?pid=8070,Lewis James Grabban,Target Man,12-Jan-88,England,https://cdn.soccerwiki.org/images/player/8070.jpg,78,183,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
442,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"REACH, Adam",https://en.soccerwiki.org/player.php?pid=50383,Adam Michael Reach,Winger,03-Feb-93,England,https://cdn.soccerwiki.org/images/player/50383.jpg,73,185,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,3,1,0,0,0,0,1
443,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"FEDERICI, Adam",https://en.soccerwiki.org/player.php?pid=18882,Adam Jay Gogic Federici,Keeper,31-Jan-85,Australia,https://cdn.soccerwiki.org/images/player/18882.jpg,90,188,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"WILLIAMS, Jonny",https://en.soccerwiki.org/player.php?pid=51453,Jonathan Williams,Advanced Playmaker,09-Oct-93,Wales,https://cdn.soccerwiki.org/images/player/51453.jpg,63,167,83,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,1
445,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"BAKER, Lewis",https://en.soccerwiki.org/player.php?pid=76280,Lewis Renard Baker,Playmaker,25-Apr-95,England,https://cdn.soccerwiki.org/images/player/76280.jpg,72,182,83,21,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,2,7,10,0,0,0,0,6,0,5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,1
446,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"WIGGINS, Rhoys",https://en.soccerwiki.org/player.php?pid=14466,Rhoys Barrie Wiggins,Wingback,04-Nov-87,Wales,https://cdn.soccerwiki.org/images/player/14466.jpg,72,173,83,28,0,0,0,0,0,0,6,0,0,3,0,10,0,1,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,7,9,0,5,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
447,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"FRYERS, Zeki",https://en.soccerwiki.org/player.php?pid=52531,Ezekiel David Fryers,Fullback,09-Sep-92,England,https://cdn.soccerwiki.org/images/player/52531.jpg,75,183,83,23,0,0,0,0,0,0,2,4,0,3,0,0,0,1,0,0,0,0,0,0,5,0,9,0,0,6,0,0,10,7,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"WARD, Stephen",https://en.soccerwiki.org/player.php?pid=18977,Stephen Robert Ward,Wingback,20-Aug-85,Ireland,https://cdn.soccerwiki.org/images/player/18977.jpg,82,185,83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
449,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"DELA?, Matej",https://en.soccerwiki.org/player.php?pid=38483,Matej Dela?,Keeper,20-Aug-92,Croatia,https://cdn.soccerwiki.org/images/player/38483.jpg,80,190,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"RASHFORD, Marcus",https://en.soccerwiki.org/player.php?pid=84384,Marcus Rashford,General Forward,31-Oct-97,England,https://cdn.soccerwiki.org/images/player/84384.jpg,70,180,83,18,0,0,0,2,0,6,0,3,0,0,0,5,9,0,0,0,0,0,0,0,8,0,10,1,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
451,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"KONSTANTOPOULOS, Dimitris",https://en.soccerwiki.org/player.php?pid=767,Dimitris Konstantopoulos,Keeper,29-Nov-78,Greece,https://cdn.soccerwiki.org/images/player/767.jpg,90,193,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"RANDOLPH, Darren",https://en.soccerwiki.org/player.php?pid=11461,Darren Edward Randolph,Keeper,12-May-87,Ireland,https://cdn.soccerwiki.org/images/player/11461.jpg,98,188,83,29,0,0,0,0,10,0,2,5,0,4,0,0,0,1,0,0,0,0,0,0,3,0,9,0,0,6,0,0,0,8,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"TARGETT, Matt",https://en.soccerwiki.org/player.php?pid=74925,Matthew Targett,Wingback,18-Sep-95,England,https://cdn.soccerwiki.org/images/player/74925.jpg,75,178,83,20,0,0,0,0,8,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,9,0,7,6,0,0,0,0,5,0,10,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
454,Burnley,https://en.soccerwiki.org/squad.php?clubid=15,"HENNINGS, Rouwen",https://en.soccerwiki.org/player.php?pid=28962,Rouwen Hennings,General Forward,28-Aug-87,Germany,https://cdn.soccerwiki.org/images/player/28962.jpg,80,180,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1
455,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"BAPTISTE, Alex",https://en.soccerwiki.org/player.php?pid=1089,Alexander Aaron John Baptiste,General Defender,31-Jan-86,England,https://cdn.soccerwiki.org/images/player/1089.jpg,73,180,83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
